trial_id,vignette_id_x,seed,diagnostic_pair,evidence_level,information_quality,feature_ids,evidence_score,ground_truth_label,forced_choice_accuracy_applicable,expected_more_information_needed,expected_confidence_band,prompt_id,variant_type,option_A,option_B,expected_response_format,expected_choice_value,vignette_text,prompt_text,vignette_id_y,model,temperature,max_output_tokens,run_timestamp,call_started_at,status,response_id,output_text,latency_seconds,parsed_ok,diagnosis,confidence,more_information_needed,parse_error,chosen_label,choice_correct,more_info_correct,confidence_prob
T_ATNCD_DRCI_S02_06_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_06,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_AT_NCD,missing,ATNCD03;ATNCD16;ATNCD19;M02;M04;M05;M09,4,AT_NCD,True,True,low_to_moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Probable Alzheimer-type neurocognitive disorder,"A 71-year-old patient reports repeated forgetting and difficulty learning new tasks, with symptoms described as more steady than day-to-day fluctuating. No objective cognitive testing has been done. It is unclear whether daily activities have declined, mood symptoms have not been assessed, and there is no longitudinal follow-up.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 71-year-old patient reports repeated forgetting and difficulty learning new tasks, with symptoms described as more steady than day-to-day fluctuating. No objective cognitive testing has been done. It is unclear whether daily activities have declined, mood symptoms have not been assessed, and there is no longitudinal follow-up.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_06,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:58.535261,ok,resp_0292ec8970f1627b0069f630d6aa848197b90d6197a72950a7,"{""diagnosis"":""A"",""confidence"":70,""more_information_needed"":true}",0.658,True,A,70.0,True,,AT_NCD,True,True,0.7
T_ATNCD_DRCI_S02_07_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_07,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,clear,N01;N04;N05;N06;DRCI04;ATNCD14,-1,underdetermined,False,True,low,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,underdetermined,"A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_07,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:59.395765,ok,resp_08b942a48719ca790069f630d77cb48191803e1cead130f36c,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.86,True,B,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_07_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_07,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,clear,N01;N04;N05;N06;DRCI04;ATNCD14,-1,underdetermined,False,True,low,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,underdetermined,"A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_07,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:00.457177,ok,resp_0a5309682eec99130069f630d889008191b7e0ae54ad57b95d,"{""diagnosis"":""A"",""confidence"":70,""more_information_needed"":true}",0.657,True,A,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_07_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_07,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,clear,N01;N04;N05;N06;DRCI04;ATNCD14,-1,underdetermined,False,True,low,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,underdetermined,"A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 74-year-old patient reports mild memory problems, reduced concentration, and social withdrawal. A relative notices occasional forgetfulness, but there is no clear functional decline. The patient has fatigue and sleep disturbance. Cognitive screening is mildly abnormal but nonspecific.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_07,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:01.315834,ok,resp_04d8c374a59329e70069f630d9655081a0894c7871ee6af365,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.673,True,B,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_08_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_08,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,conflicting,ATNCD02;ATNCD04;DRCI02;DRCI04;DRCI06;DRCI09;C03;C09,-4,underdetermined,False,True,low,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,underdetermined,"A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_08,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:02.190901,ok,resp_03ede455ef133ee50069f630da47c0819cb13b81cea2f50568,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.706,True,B,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_08_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_08,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,conflicting,ATNCD02;ATNCD04;DRCI02;DRCI04;DRCI06;DRCI09;C03;C09,-4,underdetermined,False,True,low,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,underdetermined,"A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_08,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:03.098667,ok,resp_05e00ba93dea9f780069f630db2e14819e9b8f4e670e22a710,"{""diagnosis"":""A"",""confidence"":70,""more_information_needed"":true}",0.708,True,A,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_08_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_08,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,conflicting,ATNCD02;ATNCD04;DRCI02;DRCI04;DRCI06;DRCI09;C03;C09,-4,underdetermined,False,True,low,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,underdetermined,"A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 75-year-old patient has a family-reported decline and mildly impaired delayed recall. At the same time, the patient has low mood, severe sleep disruption, fatigue, and testing performance that varies with effort. Some memory improves with cues, but the overall course remains uncertain.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_08,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:04.008583,ok,resp_04bfbd421630f31a0069f630dc178481a3aa761e349ef70da8,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.833,True,B,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_09_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_09,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,missing,N04;N05;M01;M02;M03;M04;M05;M07,0,underdetermined,False,True,very_low,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,underdetermined,"A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_09,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:05.043332,ok,resp_075e4121eb7818030069f630dd2064819282105f7b0f0897ba,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.684,True,B,70.0,True,,DRCI,,True,0.7
T_ATNCD_DRCI_S02_09_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_09,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,missing,N04;N05;M01;M02;M03;M04;M05;M07,0,underdetermined,False,True,very_low,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,underdetermined,"A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_09,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:05.929100,ok,resp_03baed7de8967cfb0069f630de07108191bef0fbd9d6b69ecb,"{""diagnosis"":""A"",""confidence"":60,""more_information_needed"":true}",0.635,True,A,60.0,True,,DRCI,,True,0.6
T_ATNCD_DRCI_S02_09_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_09,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,equivocal,missing,N04;N05;M01;M02;M03;M04;M05;M07,0,underdetermined,False,True,very_low,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,underdetermined,"A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 73-year-old patient presents with vague memory concerns, social withdrawal, and reduced concentration. The time course is unclear. There is no informant, no objective cognitive testing, no functional history, no structured mood assessment, and no screen for reversible medical causes.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_09,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:06.765787,ok,resp_0a157802606804ea0069f630ded8b081a3b218c58af025ebe8,"{""diagnosis"":""A"",""confidence"":70,""more_information_needed"":true}",1.637,True,A,70.0,True,,AT_NCD,,True,0.7
T_ATNCD_DRCI_S02_10_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_10,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI04;DRCI07;DRCI09;DRCI16,-11,DRCI,True,False,moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_10,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:08.604700,ok,resp_065a66ac97ad0c840069f630e0b108819d82ee446ab46e88e6,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.571,True,B,85.0,False,,DRCI,True,True,0.85
T_ATNCD_DRCI_S02_10_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_10,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI04;DRCI07;DRCI09;DRCI16,-11,DRCI,True,False,moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_10,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:09.377625,ok,resp_09a28b960109558c0069f630e17b20819e8cbbdbb539c7cd4b,"{""diagnosis"":""A"",""confidence"":75,""more_information_needed"":true}",0.664,True,A,75.0,True,,DRCI,True,False,0.75
T_ATNCD_DRCI_S02_10_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_10,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI04;DRCI07;DRCI09;DRCI16,-11,DRCI,True,False,moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 70-year-old patient reports cognitive problems that started during a depressive episode. Low mood, poor sleep, fatigue, and concentration difficulties are prominent. Testing shows slowed processing speed and executive inefficiency, and memory improves with cues. Daily activities are largely intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_10,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:10.243501,ok,resp_042d7f86a753c5340069f630e2605c819daa0394b9bb883b5b,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":true}",0.846,True,B,85.0,True,,DRCI,True,False,0.85
T_ATNCD_DRCI_S02_11_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_11,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI02;DRCI03;DRCI06;DRCI07;ATNCD02;ATNCD03;C04,-4,DRCI,True,True,low_to_moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_11,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:11.291990,ok,resp_088da40e3edb673a0069f630e3629081a1b2584e6a5dab1a35,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.902,True,B,85.0,False,,DRCI,True,False,0.85
T_ATNCD_DRCI_S02_11_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_11,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI02;DRCI03;DRCI06;DRCI07;ATNCD02;ATNCD03;C04,-4,DRCI,True,True,low_to_moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_11,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:12.395562,ok,resp_00457de7e2a2a8f00069f630e47ab4819495f545d96f1351d7,"{""diagnosis"":""A"",""confidence"":75,""more_information_needed"":true}",0.648,True,A,75.0,True,,DRCI,True,True,0.75
T_ATNCD_DRCI_S02_11_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_11,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI02;DRCI03;DRCI06;DRCI07;ATNCD02;ATNCD03;C04,-4,DRCI,True,True,low_to_moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 72-year-old patient has persistent low mood, anhedonia, fatigue, and cognitive performance that varies with effort. Testing suggests slowed processing and executive inefficiency. A family member also reports occasional repeated questions and a few medication errors, although these seem to occur during periods of withdrawal and low motivation.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_11,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:13.245252,ok,resp_00f676c6976e563b0069f630e553e4819fbb3b0f7b61f6bec7,"{""diagnosis"":""B"",""confidence"":75,""more_information_needed"":true}",0.711,True,B,75.0,True,,DRCI,True,True,0.75
T_ATNCD_DRCI_S02_12_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_12,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,missing,DRCI02;DRCI04;DRCI08;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,low_to_moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 69-year-old patient reports poor concentration, fatigue, sleep disturbance, and memory complaints that fluctuate with mood. No informant is available, no formal cognitive testing has been performed, the time course is not well documented, and functional status is unclear.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 69-year-old patient reports poor concentration, fatigue, sleep disturbance, and memory complaints that fluctuate with mood. No informant is available, no formal cognitive testing has been performed, the time course is not well documented, and functional status is unclear.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_12,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:14:14.157775,ok,resp_04558cd40ee102b40069f630e63ef081928c9266ba010ef0e1,"{""diagnosis"":""B"",""confidence"":75,""more_information_needed"":true}",0.818,True,B,75.0,True,,DRCI,True,True,0.75
